datetime,YEAR,MO,DY,HR,WS50M,WD50M,V60,I60,V575,I575,THDV60,THDI60,THDV575,THDI575
2024-06-01 23:00:00,2024,6,1,23,3.53,172.7,61873.848894494055,89.96079808042911,593.8031633191279,5132.143252300189,0.3540734664564156,2.806194312015949,1.8651014273716322,6.258639708746319
2024-06-02 00:00:00,2024,6,2,0,3.31,180.5,61874.59380695913,89.95648536471302,593.8698671539016,5130.999935976893,0.3980435724873621,3.102044293080864,1.870642858797317,6.236383910766265
2024-06-02 01:00:00,2024,6,2,1,3.01,188.8,61874.59404470168,89.96047887112606,593.9137690186343,5136.3227349653425,0.45935490839732884,3.1191951566114517,1.90102787773196,6.170047063690219
2024-06-02 03:00:00,2024,6,2,3,3.19,209.5,61874.863635187765,89.91329700024913,593.8774322193898,5133.344905248989,0.4498830524137213,3.0993867404984297,1.8782671904419885,6.199523287541151
2024-06-02 04:00:00,2024,6,2,4,3.46,221.2,61873.871670738044,89.92297705692619,593.9179979949773,5132.005722660552,0.434613254249893,2.92365390874812,1.8959422194763147,6.246460913511075
2024-06-02 05:00:00,2024,6,2,5,3.49,228.8,61873.82526467168,89.9962746683226,593.9018439761202,5132.391567491173,0.47675643836303705,2.9059114591902873,1.8878847078606065,6.229018653238932
2024-06-02 13:00:00,2024,6,2,13,3.13,162.9,61874.780182870534,89.92256321111186,593.8635264707331,5134.7438507880315,0.42897654867766805,3.0671823319436076,1.9032682619335473,6.163054158941802
2024-06-02 14:00:00,2024,6,2,14,3.89,172.0,61874.28189612488,89.96525834556715,593.8652944928613,5136.0424920531605,0.4589779064111627,3.1842330877212004,1.8814696511303366,6.244859081616417
2024-06-02 15:00:00,2024,6,2,15,4.32,180.0,61874.90465623657,90.0290269456374,593.8263885845214,5139.514780357567,0.39724344769547176,3.0868752706226124,1.8652047559173959,6.168279485348204
2024-06-02 16:00:00,2024,6,2,16,4.43,192.5,61874.53061266836,90.08575545164595,593.8973859900351,5152.79859565042,0.38211013545101286,3.1626476434215083,1.867414494286925,6.17365502271396
2024-06-02 17:00:00,2024,6,2,17,4.57,200.1,61874.8672335874,90.10959437761977,593.8985318532334,5151.3331001867855,0.4033606239114246,3.0372535267549967,1.875472795512024,6.1686707693456455
2024-06-02 18:00:00,2024,6,2,18,5.08,199.3,61872.42864759147,90.25490814773376,593.9209481907696,5196.374431925133,0.4020442877825675,2.98097294045317,1.8766733387415564,6.100090023477754
2024-06-02 19:00:00,2024,6,2,19,5.58,206.1,61870.34471380011,90.46743876942207,593.9251469170379,5260.17057918421,0.3747447122648238,3.1911679041209,1.8669547072431416,6.04216329425888
2024-06-02 20:00:00,2024,6,2,20,6.09,212.3,61871.186423512474,90.7679646266763,593.9329529243643,5341.065736799761,0.3646823224456666,2.9577238893951803,1.871909640586238,5.889867983581679
2024-06-02 21:00:00,2024,6,2,21,6.59,219.5,61867.48328932069,91.15388416980049,593.954291973164,5457.303850205324,0.3657644201870486,3.1700710479266734,1.8605545271280328,5.810197444742922
2024-06-02 22:00:00,2024,6,2,22,6.95,226.2,61866.11147413093,91.49599154933057,594.0277869512943,5545.403186893004,0.3858682682542138,3.0426361661883408,1.871670126693392,5.721594783306398
2024-06-02 23:00:00,2024,6,2,23,7.04,233.9,61866.451713966795,91.63042311438058,593.9939944281831,5574.295895613375,0.40482678951968637,2.9555094129648034,1.8723091827396534,5.7233361924831945
2024-06-03 00:00:00,2024,6,3,0,6.92,241.4,61865.809511187486,91.48255855123392,594.0159330339679,5537.116117987829,0.3963772057769434,3.0460430253231383,1.8821939162221841,5.6915161263151495
2024-06-03 01:00:00,2024,6,3,1,6.77,247.7,61866.99708885582,91.33285592243809,593.9514374351996,5498.177025984449,0.39542397740644536,3.2214083718334985,1.8767370171036648,5.710011825881172
2024-06-03 02:00:00,2024,6,3,2,6.56,253.3,61868.00530129802,91.07217277636657,593.9420621703578,5449.382385940258,0.3522771092757554,3.166757712855842,1.860296588885829,5.809124375454567
2024-06-03 03:00:00,2024,6,3,3,6.3,258.4,61868.048689390824,90.94225661600754,593.9240698647345,5392.362716920728,0.39386481817217245,3.101021117537511,1.8809716912497814,5.854516960026629
2024-06-03 04:00:00,2024,6,3,4,6.07,261.5,61871.725791434415,90.7089356061231,593.9290562019415,5336.044248305426,0.3503589116892359,3.0343218956360727,1.8537292540285524,5.9078996496046985
2024-06-03 05:00:00,2024,6,3,5,5.87,263.3,61871.01841583268,90.60484794219296,593.9304978567396,5302.7361677454965,0.39582092407667424,2.891300332468138,1.87881971557438,5.92001731466183
2024-06-03 06:00:00,2024,6,3,6,5.44,264.0,61872.165223961674,90.37034543964297,593.8586237061467,5237.313413249642,0.4025690437557803,3.176227832553194,1.8546898809368757,6.055586485792976
2024-06-03 07:00:00,2024,6,3,7,5.11,267.6,61872.45646900403,90.21796109918552,593.8485006199202,5199.561446511057,0.3778436250449144,2.9780336686936053,1.8598398528217706,6.102874095641876
2024-06-03 08:00:00,2024,6,3,8,7.03,282.9,61866.50943981926,91.56159779105056,594.0285722195056,5570.790497505429,0.348824937049419,2.9553025056871896,1.8655521188044966,5.664435774240434
2024-06-03 09:00:00,2024,6,3,9,7.17,296.5,61865.48817372083,91.75187417786962,594.0125010005708,5609.965218468844,0.35927161652530526,2.857166295522707,1.8644372218888323,5.648138184044561
2024-06-03 10:00:00,2024,6,3,10,6.82,316.3,61866.86677481276,91.37467464039457,593.9743051346989,5510.995959318591,0.3182105822735421,3.130186654196537,1.856104421523783,5.7363926022174025
2024-06-03 11:00:00,2024,6,3,11,7.33,343.0,61863.217240087535,91.92322358331447,593.9743569267429,5663.110138177673,0.2811653390560399,2.6457445687308496,1.85237269138229,5.569299744763688
2024-06-03 12:00:00,2024,6,3,12,8.61,1.7,61855.18763079321,94.12322964954011,594.1272514792586,6152.952407946694,0.31897173264708656,2.3265559582255375,1.864763719075273,5.1607187107733345
2024-06-03 13:00:00,2024,6,3,13,9.4,9.9,61850.41838014363,96.04787665534482,594.2356494287964,6535.206458069881,0.3805960772054018,2.661752826047369,1.8915917874542167,4.856023993255374
2024-06-03 14:00:00,2024,6,3,14,9.3,12.9,61849.9893625205,95.77392798028932,594.2424521747492,6488.026963391101,0.41182791632942456,2.4873631182012845,1.9183858168564183,4.898235084153184
2024-06-03 15:00:00,2024,6,3,15,8.81,16.6,61854.08916791344,94.58830991680722,594.2136322423281,6246.4044009538675,0.39089275830653974,2.701743532427065,1.895391433544481,5.090459693812029
2024-06-03 16:00:00,2024,6,3,16,8.3,22.0,61858.37195633293,93.58719967033211,594.1611390898163,6013.694304340614,0.3962241892781686,2.5523402913358346,1.8931707339559685,5.2595850460792
2024-06-03 17:00:00,2024,6,3,17,7.18,29.8,61865.44617930796,91.82084438859667,593.9691657781216,5612.549119925933,0.34126531490710765,2.8028112612816085,1.8626916920653749,5.612495147545527
2024-06-03 18:00:00,2024,6,3,18,5.72,39.1,61872.19946989654,90.5122671001854,593.8947120593552,5278.125537717805,0.3809658824672901,3.187773676039792,1.8634953744754403,6.002972890081486
2024-06-03 19:00:00,2024,6,3,19,4.98,51.2,61872.93151060298,90.15849240680829,593.8623145923243,5187.9495305941855,0.39392700028247163,3.078793574323662,1.8701836472961317,6.105620953848167
2024-06-03 20:00:00,2024,6,3,20,4.74,59.9,61873.373419132,90.12835104519041,593.8611587584221,5167.212551650622,0.41178090602421136,3.1076013717333533,1.8754798301618028,6.1883168058434155
2024-06-03 21:00:00,2024,6,3,21,4.43,64.0,61874.50036755904,90.06230549659769,593.8999660887671,5152.872699882187,0.41511348149797794,3.164434194869491,1.8666440848278505,6.211381138460088
2024-06-03 22:00:00,2024,6,3,22,4.1,68.3,61873.99033831228,90.0130047374372,593.8869500030316,5135.955056260462,0.4257282386831172,3.140086948591109,1.8794199933798037,6.194881751352084
2024-06-03 23:00:00,2024,6,3,23,3.75,65.1,61875.83374585949,90.00517127282706,593.8793868829532,5122.618909324701,0.4451370718089708,3.1009782923831617,1.885123103461429,6.254709982718595
2024-06-04 00:00:00,2024,6,4,0,3.77,57.9,61875.50494652457,90.01623951877671,593.9020012084352,5124.541561864731,0.3973417598235892,3.1286208036046705,1.8766240022166194,6.2346522268665465
2024-06-04 01:00:00,2024,6,4,1,4.12,53.4,61873.87230026646,89.97799099008148,593.8133977963417,5136.702664017696,0.3739128319640961,3.1395003766662084,1.8604199835613897,6.233956531328993
2024-06-04 02:00:00,2024,6,4,2,4.43,50.8,61874.51731521509,90.09632689507325,593.8894248523101,5152.834220448767,0.38466982643796865,3.0938290129120287,1.8753043255631099,6.151955273469491
2024-06-04 03:00:00,2024,6,4,3,4.93,49.5,61872.447214632055,90.23414993498615,593.8717285747806,5184.117033037999,0.3754919459926026,3.1084059419599073,1.8465703240966662,6.145664149606502
2024-06-04 04:00:00,2024,6,4,4,5.3,51.9,61872.77071896537,90.26397825238911,593.8479807024219,5222.7018059058455,0.37209497691671434,3.1968445071328064,1.8641984435172556,6.0980235630015
2024-06-04 05:00:00,2024,6,4,5,5.49,57.0,61871.223877967976,90.40065334375406,593.9047611369509,5244.839381221642,0.3463571494133559,3.1320463189025425,1.8688145281598607,6.025544710436205
2024-06-04 06:00:00,2024,6,4,6,5.27,63.0,61873.016255845614,90.27874815338365,593.8798234866729,5219.266669303506,0.3619399798939703,3.177151299442989,1.8739327304745093,6.111025637334099
2024-06-04 07:00:00,2024,6,4,7,5.35,72.7,61872.75153974422,90.30955325111093,593.8880285733459,5227.589811598431,0.36144325328767163,3.234250434615163,1.8529836178846035,6.089398684591844
2024-06-04 08:00:00,2024,6,4,8,5.72,79.7,61872.19620861623,90.59697399753703,593.9366589686857,5278.096691883438,0.3910122279591079,3.129436947141321,1.8618588872589161,5.938034865563636
2024-06-04 09:00:00,2024,6,4,9,5.92,84.5,61871.69225723343,90.60057013685449,593.8944161154127,5309.412928191561,0.4052740742251828,2.9783388244979916,1.8700943079184202,5.913970523733888
2024-06-04 10:00:00,2024,6,4,10,6.12,89.7,61870.54591899471,90.71595927363018,593.9505071427232,5348.318030601255,0.40573211302855444,2.971714461263127,1.9011468673838436,5.832163937458785
2024-06-04 11:00:00,2024,6,4,11,5.69,95.4,61871.89505027753,90.45507408938157,593.8650615566627,5274.037001413782,0.36010483397229315,3.1617802431332453,1.8682514308771758,6.019534013836581
2024-06-04 12:00:00,2024,6,4,12,5.4,101.4,61872.6194943067,90.34968678124574,593.9140792582239,5232.489405126114,0.4121136819079294,3.1877716017581266,1.8731147435034463,6.057169325935835
2024-06-04 13:00:00,2024,6,4,13,5.21,104.6,61873.563321471556,90.30513019160922,593.8997498271834,5211.423656473553,0.40836381596697546,3.0655473745087503,1.8715150794894222,6.075591511232187
2024-06-04 14:00:00,2024,6,4,14,5.12,105.2,61872.569478357014,90.24417956908955,593.9345925615661,5200.670663941066,0.37700761744393957,2.98302867727284,1.8580296036344388,6.1132790785016455
2024-06-04 15:00:00,2024,6,4,15,5.1,104.1,61872.38959336128,90.26982898797361,593.8864482343329,5198.481857964791,0.3771326274770681,2.9623637622296415,1.879185029719158,6.080716479434236
2024-06-04 16:00:00,2024,6,4,16,5.42,102.7,61872.50056591513,90.36855515530378,593.8356769631321,5234.734245982074,0.3711503900424785,3.2043785082759104,1.8653419867124343,6.052779391343449
2024-06-04 17:00:00,2024,6,4,17,5.81,103.1,61871.477311026465,90.56556588366273,593.9299849873249,5292.902934495886,0.3692093860395883,2.9686768302585778,1.8708143277267952,5.977874358891864
2024-06-04 18:00:00,2024,6,4,18,5.91,103.9,61871.49024173385,90.65740866562525,593.9541702507275,5308.197293894896,0.3794667407164336,2.875976926100975,1.8805842968852762,5.884329841720638
2024-06-04 19:00:00,2024,6,4,19,6.29,105.0,61868.04955631122,90.89242484319104,593.9879389063259,5390.597262454392,0.39396829192234595,3.0626816094238967,1.8768081630415758,5.886436927446143
2024-06-04 20:00:00,2024,6,4,20,6.6,106.6,61867.30573596503,91.15080779135704,593.9753399123695,5459.752565897959,0.35145387741556977,3.202653065259649,1.8639779615242809,5.776999721744166
2024-06-04 21:00:00,2024,6,4,21,6.87,108.3,61866.006061180065,91.39313624893127,593.9506492313056,5524.022018322681,0.34259000114126875,3.0590907998676533,1.8672679187757308,5.716410322827759
2024-06-04 22:00:00,2024,6,4,22,7.26,111.8,61863.6235566565,91.9427887064393,594.051663044583,5641.1385660883925,0.3781221113271691,2.725434957815137,1.8609223881156571,5.6384457365187455
2024-06-04 23:00:00,2024,6,4,23,7.61,116.7,61861.94428956552,92.299248223138,593.9856732084156,5750.760623689265,0.3724153854965305,2.7547600789610476,1.8672396172368582,5.488830775264306
2024-06-05 00:00:00,2024,6,5,0,7.73,121.2,61861.84440228082,92.46976043558091,594.0500291468721,5794.017073720909,0.3829983203336852,2.783569569228929,1.886179042074542,5.462591567936641
2024-06-05 01:00:00,2024,6,5,1,7.62,124.1,61861.8054352634,92.36583296760669,594.0101833787427,5754.715907006321,0.33287081887295433,2.701664129708101,1.867048223944542,5.479618682439112
2024-06-05 02:00:00,2024,6,5,2,7.52,127.2,61863.13277609434,92.20574037487697,594.0089715077513,5719.336394100825,0.35650750740066234,2.601154382853922,1.8899250429778098,5.527099076138962
2024-06-05 03:00:00,2024,6,5,3,7.53,131.3,61862.976190436915,92.2743278859305,594.0810918646578,5722.759878881465,0.4002178813775053,2.6904226568017893,1.8833177201701816,5.489786276042533
2024-06-05 04:00:00,2024,6,5,4,8.02,130.6,61859.169194884365,93.00264482569203,594.1251698467082,5904.02435125669,0.3562295682291228,2.411979922869434,1.8730832671483182,5.3985205713289135
2024-06-05 05:00:00,2024,6,5,5,8.09,130.0,61859.73255204501,93.12570758959437,594.0799647908697,5930.037363107425,0.37163518156117453,2.3839363367787243,1.864207898565334,5.357610469599172
2024-06-05 06:00:00,2024,6,5,6,7.99,134.0,61858.75431977636,92.99238625586118,594.100854812763,5892.529155711701,0.3439310189918713,2.4194207014753077,1.8562234368241024,5.424186888255449
2024-06-05 07:00:00,2024,6,5,7,8.22,137.2,61858.00551706055,93.34832753334457,594.0639905603679,5982.228929875145,0.35115966497198114,2.511532572376399,1.8691358913130465,5.3258776504743714
2024-06-05 08:00:00,2024,6,5,8,7.82,136.3,61862.11450191535,92.68778577150982,594.0497666005814,5819.750690955177,0.3402035630944843,2.684294077705057,1.8646118061920185,5.395742762063529
2024-06-05 09:00:00,2024,6,5,9,7.57,129.3,61862.4869268712,92.25860535740046,594.0671005098602,5736.034504709005,0.3129349615200944,2.6961902151950348,1.8523725870135237,5.558988758660802
2024-06-05 10:00:00,2024,6,5,10,8.3,120.5,61858.3451368615,93.50978856181428,594.1491750005814,6013.648148833847,0.39093676253507137,2.525028026589865,1.8810432970643143,5.2861166503826205
2024-06-05 11:00:00,2024,6,5,11,9.2,117.3,61849.464393822105,95.60238672388886,594.3148008016011,6445.2828484153015,0.3746879863864065,2.645960267460101,1.8634226577172517,4.977401405339955
2024-06-05 12:00:00,2024,6,5,12,9.65,116.5,61849.30248462456,96.7782010938411,594.2484292436584,6676.191705421392,0.32477446018307843,3.089186892142344,1.8743379112148781,4.833243803984542
2024-06-05 13:00:00,2024,6,5,13,10.04,115.9,61843.876856010356,98.01348828276899,594.3796622597305,6909.3976915942385,0.3823788539542151,2.948591694509662,1.8890073747694585,4.667701853347316
2024-06-05 14:00:00,2024,6,5,14,10.42,118.5,61840.22595848975,99.38180928581191,594.4653926858326,7149.540606654849,0.4117024142149729,2.876456548770239,1.8956313504207616,4.55557575576274
2024-06-05 15:00:00,2024,6,5,15,10.69,122.4,61837.20845871635,100.48571236502903,594.5071250932467,7335.790759362104,0.38585063490305405,2.6994885782673657,1.8999657398386238,4.454972949549197
2024-06-05 16:00:00,2024,6,5,16,10.43,126.3,61840.0630616338,99.45400919443904,594.4480219714503,7155.5558907107725,0.4275392145662408,2.850429164130357,1.9125133244846584,4.554795666389043
2024-06-05 17:00:00,2024,6,5,17,9.53,129.9,61848.263940184406,96.46973944026327,594.282778507431,6612.845297224075,0.3967365355859255,3.074946647382631,1.893303132102609,4.84886385572273
2024-06-05 18:00:00,2024,6,5,18,8.28,132.0,61858.22025780004,93.46382411273373,594.1175316761648,6005.752078688691,0.39908526067070416,2.53022455942164,1.8858206644371611,5.29126584422115
2024-06-05 19:00:00,2024,6,5,19,7.33,135.2,61863.20006478368,91.97040392364369,594.0144934440177,5663.1047783758995,0.4186135941874504,2.70360073671543,1.8937375007262454,5.492960824163648
2024-06-05 20:00:00,2024,6,5,20,6.68,138.7,61866.2706429347,91.20197656438117,593.9495972812346,5477.131551929865,0.39932573531774207,3.199819232366025,1.8861043839581983,5.7682074395434
2024-06-05 21:00:00,2024,6,5,21,6.14,142.6,61870.37947405124,90.80351694544068,593.9970446110535,5352.984008161436,0.40677286165332593,3.013978857541937,1.8785115824971361,5.919909403230263
2024-06-05 22:00:00,2024,6,5,22,5.69,146.3,61871.92808414256,90.48387086735397,593.8328935329623,5274.015790260069,0.34041055952014326,3.218115496841424,1.8389987719602796,6.041159207149546
2024-06-05 23:00:00,2024,6,5,23,5.28,149.1,61872.93496565492,90.34901560270406,593.9067968614893,5220.473446925316,0.37436285587699325,3.185092659397951,1.8807737215299207,6.052256278528678
2024-06-06 00:00:00,2024,6,6,0,4.8,150.7,61874.16421501247,90.20055423071896,593.9316631029212,5165.007202300864,0.3653230532694844,3.234125389122787,1.8668469983878235,6.149075170315885
2024-06-06 01:00:00,2024,6,6,1,4.34,151.1,61874.65190939874,90.03290235496372,593.8769195791427,5142.956346047356,0.3659309870765582,3.0836407715275134,1.8527158189459265,6.2344841117394365
2024-06-06 02:00:00,2024,6,6,2,3.97,152.1,61874.493627692886,90.02656030611476,593.8314024992105,5135.148841093837,0.38940906587116225,3.2164881308683473,1.855880385242666,6.221484325832014
2024-06-06 03:00:00,2024,6,6,3,3.6,153.6,61874.51195075713,89.92747689209037,593.8598373519793,5128.468510698636,0.42225358686194125,2.9264678371128046,1.8705997797263967,6.196847233994889
2024-06-06 04:00:00,2024,6,6,4,3.32,155.1,61874.502936246405,89.96005622719348,593.8641627784907,5130.860904933582,0.44760549888355683,3.086108608963503,1.8899850914891656,6.2040116234174985
2024-06-06 05:00:00,2024,6,6,5,3.22,153.2,61874.84911455687,89.96777848640401,593.8993309613729,5132.607375525989,0.480647406004218,3.1131758750366427,1.9076955328950815,6.203665749179484
2024-06-06 06:00:00,2024,6,6,6,3.03,150.3,61874.62269026142,89.95151272263912,593.8808321827556,5136.270572943623,0.4107420014689365,3.1086306465563327,1.8753649086958328,6.199495174502843
2024-06-06 10:00:00,2024,6,6,10,3.61,95.9,61874.670638166084,89.96352303945915,593.902817565058,5127.524913516131,0.47078675496703337,2.9464677852541326,1.9047249800153925,6.214161116955924
2024-06-06 11:00:00,2024,6,6,11,4.61,91.5,61873.873700362834,90.0723995705601,593.870876160303,5156.502148998842,0.39333927870770385,2.9504218139242333,1.8645385861839099,6.131346425433418
2024-06-06 12:00:00,2024,6,6,12,5.21,91.2,61873.553739536284,90.21143647668544,593.832818178313,5211.494242170647,0.36467627135300307,3.125674361319114,1.8698145319070016,6.067491922165712
2024-06-06 13:00:00,2024,6,6,13,5.43,90.7,61872.30537772076,90.42022451480958,593.8630153245554,5235.983363394776,0.3466556135793285,3.1989808962937376,1.856489871437774,6.102856682106067
2024-06-06 14:00:00,2024,6,6,14,5.78,91.2,61871.86405040316,90.54010260143272,593.836983628922,5287.777276286528,0.3778651135980772,3.010179531929834,1.8543605871557363,6.025835715119699
2024-06-06 15:00:00,2024,6,6,15,6.3,95.1,61868.002691958194,90.90243136776085,593.9160975812626,5392.377939573795,0.369123819268426,3.157224985108611,1.8429037121237297,5.871306890298322
2024-06-06 16:00:00,2024,6,6,16,6.55,99.6,61868.234228778216,91.13436118392661,593.9963710744103,5446.533569874418,0.3838505223492251,3.165373780549535,1.8779783396324898,5.762336500703472
2024-06-06 17:00:00,2024,6,6,17,6.45,104.6,61869.975790352444,91.05667712842333,593.9325931354323,5415.907525077813,0.3898252043612799,3.0866221273497354,1.871158321394257,5.8175972452671765
2024-06-06 18:00:00,2024,6,6,18,6.36,111.5,61869.07311779323,90.92576980361665,593.9639595193557,5398.941291769966,0.4061532729084047,3.0756048694977696,1.8784845980090676,5.805663814899585
2024-06-06 19:00:00,2024,6,6,19,6.45,120.3,61869.952122369796,91.00283031393417,593.9515292668005,5415.9388949033255,0.335564363564415,3.1049565427026637,1.8544198652854855,5.804250525162002
2024-06-06 20:00:00,2024,6,6,20,6.28,129.9,61868.150652605975,90.9066988919736,593.9662319704701,5388.521399308299,0.3443255035657837,3.0800608534463856,1.8546848567143746,5.881339559380307
2024-06-06 21:00:00,2024,6,6,21,5.74,139.2,61872.17315486764,90.51389529964096,593.938740982992,5281.135040235701,0.3804581134684656,3.0981886357794894,1.8809714502298283,5.961412462111431
2024-06-06 22:00:00,2024,6,6,22,5.39,147.1,61872.67747318776,90.36598149694493,593.8867120580246,5231.399826906822,0.37393716186220016,3.1978819068971123,1.8609714840119251,6.0573099265733275
2024-06-06 23:00:00,2024,6,6,23,5.35,150.6,61872.778994819986,90.30529938022924,593.8986019993586,5227.595136041417,0.37028884492213265,3.147320293596184,1.8748454773041463,6.056867956502162
2024-06-07 00:00:00,2024,6,7,0,5.24,150.5,61873.422091662316,90.3173065626688,593.9112198618558,5215.4570027322925,0.367714132477443,3.1121124257907744,1.8724697400234287,6.063238660264714
2024-06-07 01:00:00,2024,6,7,1,4.79,154.2,61874.207226719285,90.12696638855225,593.9077808452514,5164.674600580874,0.3691082479132113,3.1656979269368244,1.8727882622054333,6.1610974924765
2024-06-07 02:00:00,2024,6,7,2,4.25,156.3,61874.799228497075,90.02991644902477,593.8452942297672,5135.950306959121,0.47544144377590786,3.1030515303524764,1.9055325103077672,6.139375511333369
2024-06-07 03:00:00,2024,6,7,3,4.4,147.9,61874.14682902656,90.08155149662565,593.873342055909,5152.125617814638,0.383601556600034,3.0615810852562912,1.871464003502977,6.126288864725377
2024-06-07 04:00:00,2024,6,7,4,5.12,142.1,61872.55526673932,90.26949435405996,593.8487831569606,5200.661042617573,0.3882785737923273,3.0255388981929796,1.8693706891347095,6.09517872501217
2024-06-07 05:00:00,2024,6,7,5,5.42,143.3,61872.508753328235,90.37634678728175,593.9041300587331,5234.745994016035,0.3612568854833058,3.155464435016345,1.861023757083343,6.066930321399155
2024-06-07 06:00:00,2024,6,7,6,4.7,151.5,61872.7383714824,90.1134809337684,593.8768051711914,5168.503476565067,0.41429867000588727,3.064807022389008,1.8772492070250424,6.135423873476124
2024-06-07 07:00:00,2024,6,7,7,4.08,164.4,61874.14832860012,90.02186501849492,593.8294089060385,5135.169159885599,0.3732819645289298,3.1377100033800236,1.8782421840686088,6.160414236039282
2024-06-07 08:00:00,2024,6,7,8,3.8,171.5,61875.0885045859,89.9694808452517,593.8890608919421,5127.876177974833,0.41352713112775075,3.1756897002334745,1.8789411497907893,6.247353936386367
2024-06-07 09:00:00,2024,6,7,9,3.6,167.0,61874.47333315081,90.01075043722628,593.8561051736629,5128.488348549311,0.42528117834251095,2.9698524690895183,1.8898244255121566,6.26321990791734
